Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Chris CREVELING POSITION,Chris CREVELING LAP TIME,Chris CREVELING ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,David Mano LOTH POSITION,David Mano LOTH LAP TIME,David Mano LOTH ELAPSED TIME,Joshua CHEETHAM POSITION,Joshua CHEETHAM LAP TIME,Joshua CHEETHAM ELAPSED TIME
2,13.45,13.45,3,13.57,13.57,4,13.65,13.65,5,13.76,13.76,1,13.36,13.36
2,10.75,24.20,4,10.82,24.39,5,10.79,24.44,3,10.55,24.31,1,10.75,24.11
2,10.22,34.42,4,10.24,34.63,5,10.26,34.70,3,10.22,34.53,1,10.23,34.34
4,9.93,44.35,1,9.62,44.25,3,9.61,44.31,5,9.91,44.44,2,9.94,44.28
3,9.35,53.70,2,9.35,53.60,1,9.17,53.48,4,9.37,53.81,5,9.56,53.84
3,9.08,1:02.78,2,9.01,1:02.61,1,9.01,1:02.49,4,9.31,1:03.12,5,9.44,1:03.28
3,8.86,1:11.64,2,8.86,1:11.47,1,8.93,1:11.42,4,9.16,1:12.28,5,9.59,1:12.87
3,8.99,1:20.63,1,8.97,1:20.44,2,9.11,1:20.53,4,9.44,1:21.72,5,9.76,1:22.63
3,9.29,1:29.917,2,9.25,1:29.687,1,9.12,1:29.643,4,9.71,1:31.424,5,9.99,1:32.616
