Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME,Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME
4,7.29,7.29,1,6.86,6.86,2,6.95,6.95,3,7.09,7.09
4,8.81,16.10,1,8.95,15.81,2,8.99,15.94,3,8.95,16.04
4,8.52,24.62,1,8.45,24.26,2,8.44,24.38,3,8.48,24.52
4,8.41,33.03,2,8.45,32.71,1,8.33,32.71,3,8.29,32.81
4,9.03,42.055,1,9.01,41.713,3,9.14,41.849,2,8.98,41.789
