Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME,Alyson DUDEK POSITION,Alyson DUDEK LAP TIME,Alyson DUDEK ELAPSED TIME
1,14.05,14.05,2,14.15,14.15,3,14.32,14.32
1,11.31,25.36,2,11.32,25.47,3,11.30,25.62
1,11.12,36.48,2,11.03,36.50,3,11.08,36.70
1,9.95,46.43,2,10.46,46.96,3,28.35,1:05.05
1,9.83,56.26,2,10.37,57.33,3,22.58,1:27.63
1,9.67,1:05.93,2,10.14,1:07.47,3,15.51,1:43.14
1,9.82,1:15.75,2,10.47,1:17.94,3,13.25,1:56.39
1,10.28,1:26.03,2,11.41,1:29.35,3,13.08,2:09.47
1,10.82,1:36.841,2,12.29,1:41.638,3,13.15,2:22.616
