LEE Suyoun POSITION,LEE Suyoun LAP TIME,LEE Suyoun ELAPSED TIME,Erika LINDGREN POSITION,Erika LINDGREN LAP TIME,Erika LINDGREN ELAPSED TIME,Ashley Sook Hui CHIN POSITION,Ashley Sook Hui CHIN LAP TIME,Ashley Sook Hui CHIN ELAPSED TIME,SZILICZEI-NEMET Rebeka POSITION,SZILICZEI-NEMET Rebeka LAP TIME,SZILICZEI-NEMET Rebeka ELAPSED TIME,Rina YAMANA POSITION,Rina YAMANA LAP TIME,Rina YAMANA ELAPSED TIME
2,16.37,16.37,4,16.68,16.68,5,16.87,16.87,3,16.38,16.38,1,16.16,16.16
3,12.02,28.39,4,11.82,28.50,5,11.79,28.66,1,11.69,28.07,2,11.95,28.11
3,11.05,39.44,4,11.03,39.53,5,11.01,39.67,1,11.06,39.13,2,11.11,39.22
1,10.24,49.68,2,10.21,49.74,5,10.58,50.25,3,10.71,49.84,4,10.74,49.96
1,9.95,59.63,2,9.98,59.72,5,10.37,1:00.62,3,9.97,59.81,4,9.97,59.93
1,9.63,1:09.26,2,9.64,1:09.36,5,10.70,1:11.32,3,9.62,1:09.43,4,9.65,1:09.58
1,9.40,1:18.66,2,9.38,1:18.74,5,11.58,1:22.90,3,9.49,1:18.92,4,9.50,1:19.08
1,9.40,1:28.06,2,9.54,1:28.28,5,12.12,1:35.02,3,9.56,1:28.48,4,9.59,1:28.67
1,9.66,1:37.72,2,9.87,1:38.15,5,12.06,1:47.08,3,9.90,1:38.38,4,9.80,1:38.47
