Yulyia YELSAKOVA POSITION,Yulyia YELSAKOVA LAP TIME,Yulyia YELSAKOVA ELAPSED TIME,ZHANG Ying POSITION,ZHANG Ying LAP TIME,ZHANG Ying ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,Anouk WIEGERS POSITION,Anouk WIEGERS LAP TIME,Anouk WIEGERS ELAPSED TIME
1,7.234,7.234,2,7.368,7.368,3,7.502,7.502,4,7.668,7.668
1,9.804,17.038,2,9.778,17.146,3,9.794,17.295,4,9.697,17.365
4,9.793,26.831,2,9.400,26.545,1,9.186,26.481,3,9.400,26.765
3,9.639,36.470,4,26.372,52.916,1,9.677,36.158,2,9.552,36.316
3,10.05,46.518,4,25.20,1:18.109,1,9.83,45.979,2,9.77,46.084
