Jason CLAGUE POSITION,Jason CLAGUE LAP TIME,Jason CLAGUE ELAPSED TIME,LUEDTKE Adrian POSITION,LUEDTKE Adrian LAP TIME,LUEDTKE Adrian ELAPSED TIME,Vladislav MIKHAILOV POSITION,Vladislav MIKHAILOV LAP TIME,Vladislav MIKHAILOV ELAPSED TIME,SU Jun-Peng POSITION,SU Jun-Peng LAP TIME,SU Jun-Peng ELAPSED TIME
1,7.13,7.13,3,7.48,7.48,4,7.52,7.52,2,7.27,7.27
1,9.15,16.28,3,9.36,16.84,4,9.65,17.17,2,9.39,16.66
1,8.84,25.12,3,8.79,25.63,4,21.00,38.17,2,8.94,25.60
1,9.05,34.17,2,8.98,34.61,4,20.34,58.51,3,9.24,34.84
1,9.13,43.290,2,9.19,43.779,4,14.47,1:12.942,3,9.43,44.251
