START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,season,competition,event,gender,round,race
2,8.47,8.47,5,8.67,8.67,3,8.57,8.57,4,8.59,8.59,1,8.40,8.40,6,8.79,8.79,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),w,Semifinals,3
3,12.31,20.78,4,12.18,20.85,5,12.31,20.88,1,11.97,20.56,2,12.28,20.68,6,12.25,21.04,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),w,Semifinals,3
6,12.09,32.87,2,11.81,32.66,4,11.86,32.74,1,11.90,32.46,5,12.09,32.77,3,11.67,32.71,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),w,Semifinals,3
6,11.35,44.22,4,11.32,43.98,1,10.83,43.57,3,11.28,43.74,5,11.34,44.11,2,10.97,43.68,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),w,Semifinals,3
2,10.49,54.71,1,10.66,54.64,3,11.14,54.71,6,11.20,54.94,5,10.73,54.84,4,11.13,54.81,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),w,Semifinals,3
1,9.80,1:04.51,3,9.95,1:04.59,4,9.99,1:04.70,6,10.00,1:04.94,2,9.70,1:04.54,5,9.96,1:04.77,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),w,Semifinals,3
2,10.21,1:14.72,3,10.18,1:14.77,5,10.17,1:14.87,6,10.05,1:14.99,1,10.10,1:14.64,4,10.03,1:14.80,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),w,Semifinals,3
3,10.44,1:25.16,4,10.49,1:25.26,6,10.60,1:25.47,1,9.90,1:24.89,2,10.39,1:25.03,5,10.54,1:25.34,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),w,Semifinals,3
3,9.91,1:35.07,4,9.85,1:35.11,6,9.83,1:35.30,1,9.99,1:34.88,2,9.95,1:34.98,5,9.88,1:35.22,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),w,Semifinals,3
3,9.83,1:44.90,4,9.84,1:44.95,5,9.70,1:45.00,1,9.92,1:44.80,2,9.90,1:44.88,6,9.81,1:45.03,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),w,Semifinals,3
1,9.50,1:54.40,3,9.60,1:54.55,5,9.74,1:54.74,2,9.71,1:54.51,4,9.72,1:54.60,6,9.76,1:54.79,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),w,Semifinals,3
1,9.65,2:04.05,2,9.55,2:04.10,6,9.87,2:04.61,3,9.70,2:04.21,4,9.69,2:04.29,5,9.57,2:04.36,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),w,Semifinals,3
3,9.95,2:14.00,1,9.81,2:13.91,6,9.90,2:14.51,4,9.87,2:14.08,2,9.70,2:13.99,5,9.75,2:14.11,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),w,Semifinals,3
3,10.02,2:24.018,2,10.00,2:23.904,6,10.42,2:24.928,4,9.96,2:24.034,1,9.71,2:23.695,5,10.05,2:24.159,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),w,Semifinals,3
