HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Dmitry MIGUNOV POSITION,Dmitry MIGUNOV LAP TIME,Dmitry MIGUNOV ELAPSED TIME,KIM Joon Chun POSITION,KIM Joon Chun LAP TIME,KIM Joon Chun ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME
1,6.79,6.79,2,6.94,6.94,3,7.05,7.05,4,7.12,7.12,5,7.24,7.24
1,8.75,15.54,2,8.73,15.67,3,8.77,15.82,4,8.85,15.97,5,8.86,16.10
1,8.33,23.87,2,8.35,24.02,3,8.31,24.13,4,8.23,24.20,5,8.29,24.39
1,8.51,32.38,2,8.49,32.51,5,8.83,32.96,3,8.43,32.63,4,8.42,32.81
1,8.69,41.074,2,8.71,41.224,5,28.10,1:01.064,3,8.68,41.312,4,11.86,44.675
