KONYA Zsofia POSITION,KONYA Zsofia LAP TIME,KONYA Zsofia ELAPSED TIME,Kimberly DERRICK POSITION,Kimberly DERRICK LAP TIME,Kimberly DERRICK ELAPSED TIME,Ranya EZZI POSITION,Ranya EZZI LAP TIME,Ranya EZZI ELAPSED TIME,VALCEPINA Arianna POSITION,VALCEPINA Arianna LAP TIME,VALCEPINA Arianna ELAPSED TIME
2,13.37,13.37,1,13.26,13.26,4,13.57,13.57,3,13.45,13.45
2,11.08,24.45,1,11.08,24.34,4,11.11,24.68,3,11.08,24.53
2,10.96,35.41,1,10.98,35.32,4,10.91,35.59,3,10.98,35.51
2,10.49,45.90,1,10.48,45.80,4,10.53,46.12,3,10.49,46.00
2,10.31,56.21,1,10.31,56.11,4,10.28,56.40,3,10.30,56.30
2,10.02,1:06.23,1,10.02,1:06.13,4,10.08,1:06.48,3,10.03,1:06.33
2,9.64,1:15.87,1,9.66,1:15.79,4,9.79,1:16.27,3,9.72,1:16.05
2,9.55,1:25.42,1,9.53,1:25.32,4,9.84,1:26.11,3,9.75,1:25.80
2,9.67,1:35.088,1,9.70,1:35.012,4,9.96,1:36.069,3,10.12,1:35.917
