Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Lachlan HAY POSITION,Lachlan HAY LAP TIME,Lachlan HAY ELAPSED TIME
1,6.82,6.82,3,7.02,7.02,2,6.92,6.92,4,7.10,7.10
1,8.91,15.74,2,8.91,15.93,3,9.02,15.95,4,9.06,16.17
2,8.46,24.20,3,8.36,24.30,1,8.19,24.14,4,8.61,24.78
2,8.61,32.82,3,8.73,33.04,1,8.63,32.78,4,8.78,33.57
1,8.84,41.653,3,9.01,42.045,2,9.02,41.794,4,9.10,42.663
