NAVARRO Tristan POSITION,NAVARRO Tristan LAP TIME,NAVARRO Tristan ELAPSED TIME,EYBOG Daniil POSITION,EYBOG Daniil LAP TIME,EYBOG Daniil ELAPSED TIME,Ivan MOJSILOVIC POSITION,Ivan MOJSILOVIC LAP TIME,Ivan MOJSILOVIC ELAPSED TIME,XU Hongzhi POSITION,XU Hongzhi LAP TIME,XU Hongzhi ELAPSED TIME,CHANG Yin-Cheng POSITION,CHANG Yin-Cheng LAP TIME,CHANG Yin-Cheng ELAPSED TIME
3,7.32,7.32,1,6.90,6.90,5,7.85,7.85,2,7.05,7.05,4,7.42,7.42
3,9.21,16.53,1,8.99,15.89,5,10.18,18.03,2,8.94,15.99,4,9.58,17.00
3,8.77,25.30,2,8.82,24.71,5,9.94,27.97,1,8.61,24.60,4,9.24,26.24
3,8.94,34.24,2,8.94,33.65,5,10.00,37.97,1,8.80,33.40,4,9.55,35.79
3,9.05,43.29,2,9.11,42.76,5,10.25,48.22,1,8.95,42.35,4,10.06,45.85
