LIU Yang POSITION,LIU Yang LAP TIME,LIU Yang ELAPSED TIME,Julia RIEDEL POSITION,Julia RIEDEL LAP TIME,Julia RIEDEL ELAPSED TIME,Alina TARASOV POSITION,Alina TARASOV LAP TIME,Alina TARASOV ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME
2,7.891,7.891,1,7.855,7.855,4,8.362,8.362,3,8.103,8.103
1,10.088,17.979,2,10.513,18.368,4,11.036,19.398,3,10.294,18.397
1,9.647,27.626,2,9.581,27.949,4,10.646,30.043,3,9.828,28.225
1,9.898,37.524,2,9.832,37.781,4,10.962,41.005,3,10.028,38.253
1,9.805,47.329,2,10.028,47.809,4,11.398,52.404,3,10.424,48.677
