Furkan AKAR POSITION,Furkan AKAR LAP TIME,Furkan AKAR ELAPSED TIME,OH Han Yuan POSITION,OH Han Yuan LAP TIME,OH Han Yuan ELAPSED TIME,Aleksandr ZHERMANOV POSITION,Aleksandr ZHERMANOV LAP TIME,Aleksandr ZHERMANOV ELAPSED TIME,KWOK Tsz Fung POSITION,KWOK Tsz Fung LAP TIME,KWOK Tsz Fung ELAPSED TIME,Mykyta KHOCHYN POSITION,Mykyta KHOCHYN LAP TIME,Mykyta KHOCHYN ELAPSED TIME,Trevor Xu Xuan TAN POSITION,Trevor Xu Xuan TAN LAP TIME,Trevor Xu Xuan TAN ELAPSED TIME
1,11.91,11.91,3,12.92,12.92,4,12.97,12.97,2,12.76,12.76,6,13.17,13.17,5,12.99,12.99
1,8.84,20.75,4,9.41,22.33,2,9.18,22.15,3,9.44,22.20,6,9.36,22.53,5,9.38,22.37
1,8.73,29.48,5,9.31,31.64,2,8.91,31.06,4,9.41,31.61,6,9.25,31.78,3,8.95,31.32
1,8.82,38.30,4,9.34,40.98,2,9.02,40.08,5,9.67,41.28,6,9.54,41.32,3,8.86,40.18
1,8.95,47.25,4,9.42,50.40,3,9.16,49.24,6,9.95,51.23,5,9.74,51.06,2,9.05,49.23
1,9.15,56.40,4,9.50,59.90,3,9.53,58.77,6,10.13,1:01.36,5,9.67,1:00.73,2,9.33,58.56
1,9.44,1:05.84,4,9.72,1:09.62,3,9.62,1:08.39,6,10.38,1:11.74,5,9.96,1:10.69,2,9.41,1:07.97
1,9.76,1:15.60,4,10.04,1:19.66,3,10.03,1:18.42,6,10.75,1:22.49,5,10.38,1:21.07,2,9.55,1:17.52
1,10.26,1:25.862,4,10.32,1:29.984,3,10.28,1:28.701,6,10.95,1:33.449,5,10.66,1:31.734,2,9.73,1:27.253
