LIN Yue POSITION,LIN Yue LAP TIME,LIN Yue ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,Marta WOJCIK POSITION,Marta WOJCIK LAP TIME,Marta WOJCIK ELAPSED TIME,KIKUCHI Sumire POSITION,KIKUCHI Sumire LAP TIME,KIKUCHI Sumire ELAPSED TIME
1,7.32,7.32,2,7.44,7.44,3,7.63,7.63,4,7.76,7.76
1,9.44,16.76,2,9.62,17.06,3,9.53,17.16,4,9.50,17.26
1,9.11,25.87,4,25.49,42.55,2,9.27,26.43,3,9.31,26.57
1,9.20,35.07,4,14.69,57.24,3,12.87,39.30,2,9.63,36.20
1,9.34,44.406,0,,notime,3,13.43,52.722,2,9.57,45.761
