Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME,Matthias STELZMUELLER POSITION,Matthias STELZMUELLER LAP TIME,Matthias STELZMUELLER ELAPSED TIME,Subodh Balavant PATIL POSITION,Subodh Balavant PATIL LAP TIME,Subodh Balavant PATIL ELAPSED TIME
1,14.21,14.21,2,14.31,14.31,3,14.43,14.43,4,14.55,14.55
1,10.91,25.12,2,10.90,25.21,3,10.89,25.32,4,10.86,25.41
1,10.88,36.00,2,10.91,36.12,3,10.91,36.23,4,10.94,36.35
1,10.44,46.44,2,10.40,46.52,3,10.45,46.68,4,10.72,47.07
1,9.99,56.43,2,10.01,56.53,3,10.00,56.68,4,10.64,57.71
1,9.68,1:06.11,2,9.66,1:06.19,3,9.85,1:06.53,4,11.24,1:08.95
1,9.37,1:15.48,2,9.42,1:15.61,3,10.05,1:16.58,4,11.94,1:20.89
1,9.33,1:24.81,2,9.33,1:24.94,3,10.52,1:27.10,4,14.52,1:35.41
1,9.53,1:34.335,2,9.64,1:34.573,3,11.15,1:38.250,4,13.69,1:49.091
