PARK Seung-Hi POSITION,PARK Seung-Hi LAP TIME,PARK Seung-Hi ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME
1,13.03,13.03,3,21.51,21.51,4,21.98,21.98,2,14.21,14.21
1,10.84,23.87,3,11.40,32.91,4,11.16,33.14,2,10.04,24.25
1,10.41,34.28,3,10.28,43.19,4,10.14,43.28,2,10.14,34.39
1,9.92,44.20,3,10.54,53.73,4,10.59,53.87,2,9.94,44.33
1,9.91,54.11,3,10.21,1:03.94,4,10.39,1:04.26,2,9.90,54.23
1,9.64,1:03.75,3,9.82,1:13.76,4,10.24,1:14.50,2,9.82,1:04.05
1,9.79,1:13.54,3,9.84,1:23.60,4,11.16,1:25.66,2,9.87,1:13.92
1,9.81,1:23.35,3,10.12,1:33.72,4,12.63,1:38.29,2,9.86,1:23.78
1,9.91,1:33.260,3,10.85,1:44.567,0,,PEN,2,10.03,1:33.802
