Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME,MASCITTO Cynthia POSITION,MASCITTO Cynthia LAP TIME,MASCITTO Cynthia ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,Tineke den DULK POSITION,Tineke den DULK LAP TIME,Tineke den DULK ELAPSED TIME
2,14.28,14.28,4,14.55,14.55,3,14.42,14.42,5,14.74,14.74,1,14.20,14.20
2,10.23,24.51,4,10.04,24.59,3,10.14,24.56,5,10.16,24.90,1,10.23,24.43
2,9.75,34.26,4,9.90,34.49,1,9.56,34.12,5,9.67,34.57,3,9.91,34.34
3,10.18,44.44,5,10.13,44.62,1,10.14,44.26,4,9.96,44.53,2,10.02,44.36
3,10.14,54.58,5,10.12,54.74,1,10.17,54.43,4,10.17,54.70,2,10.12,54.48
1,9.57,1:04.15,5,9.89,1:04.63,4,9.94,1:04.37,3,9.65,1:04.35,2,9.81,1:04.29
1,9.61,1:13.76,5,9.65,1:14.28,4,9.67,1:14.04,2,9.51,1:13.86,3,9.68,1:13.97
2,9.66,1:23.42,5,9.74,1:24.02,3,9.45,1:23.49,1,9.44,1:23.30,4,9.72,1:23.69
2,9.55,1:32.97,5,10.19,1:34.21,3,9.56,1:33.05,1,9.57,1:32.87,4,9.89,1:33.58
