CHO Ha-Ri POSITION,CHO Ha-Ri LAP TIME,CHO Ha-Ri ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME,Ekaterina BELOVA POSITION,Ekaterina BELOVA LAP TIME,Ekaterina BELOVA ELAPSED TIME
4,15.800,15.800,2,15.660,15.660,3,15.680,15.680,1,15.520,15.520
4,12.560,28.360,3,12.580,28.240,1,12.450,28.140,2,12.670,28.200
4,11.710,40.080,1,11.580,39.820,2,11.770,39.910,3,11.740,39.940
4,11.940,52.030,2,12.000,51.830,1,11.840,51.760,3,11.990,51.930
4,11.850,1:03.880,2,11.830,1:03.660,1,11.900,1:03.660,3,11.730,1:03.670
4,11.010,1:14.900,2,11.000,1:14.660,1,10.970,1:14.630,3,11.040,1:14.720
2,10.510,1:25.410,1,10.730,1:25.400,4,10.970,1:25.610,3,10.770,1:25.490
2,10.820,1:36.240,1,10.800,1:36.210,3,10.910,1:36.530,4,11.040,1:36.530
1,10.540,1:46.790,2,11.270,1:47.490,4,11.230,1:47.760,3,11.010,1:47.550
