LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Ales GORECKI POSITION,Ales GORECKI LAP TIME,Ales GORECKI ELAPSED TIME
2,7.24,7.24,1,7.04,7.04,3,7.37,7.37,4,7.54,7.54
2,8.88,16.12,1,8.96,16.00,3,8.97,16.34,4,9.35,16.89
2,8.71,24.83,1,8.76,24.76,3,8.73,25.07,4,9.12,26.01
1,8.67,33.50,2,8.77,33.53,3,8.77,33.84,4,9.07,35.08
1,8.87,42.367,2,8.98,42.503,3,9.01,42.843,4,9.26,44.335
