Joshua KAH POSITION,Joshua KAH LAP TIME,Joshua KAH ELAPSED TIME,LI Rui-Zhe POSITION,LI Rui-Zhe LAP TIME,LI Rui-Zhe ELAPSED TIME,Hazim SHAHRUM POSITION,Hazim SHAHRUM LAP TIME,Hazim SHAHRUM ELAPSED TIME,Andy KIM POSITION,Andy KIM LAP TIME,Andy KIM ELAPSED TIME,TIBORCZ Daniel POSITION,TIBORCZ Daniel LAP TIME,TIBORCZ Daniel ELAPSED TIME
1,13.55,13.55,3,13.84,13.84,4,14.02,14.02,4,14.02,14.02,2,13.67,13.67
1,10.09,23.64,4,10.36,24.20,5,10.25,24.27,3,9.83,23.85,2,10.07,23.74
1,10.25,33.89,5,10.63,34.83,4,10.01,34.28,3,10.26,34.11,2,10.22,33.96
3,10.15,44.04,5,10.64,45.47,4,9.99,44.27,2,9.90,44.01,1,9.94,43.90
2,9.77,53.81,5,10.75,56.22,4,9.84,54.11,3,9.89,53.90,1,9.78,53.68
2,9.26,1:03.07,5,11.32,1:07.54,4,9.49,1:03.60,3,9.27,1:03.17,1,9.29,1:02.97
2,9.12,1:12.19,5,11.72,1:19.26,4,9.78,1:13.38,3,9.14,1:12.31,1,9.15,1:12.12
2,9.29,1:21.48,5,12.97,1:32.23,4,10.15,1:23.53,3,9.25,1:21.56,1,9.23,1:21.35
2,9.39,1:30.87,5,12.18,1:44.41,4,10.47,1:34.00,3,9.48,1:31.04,1,9.47,1:30.82
