PARK Se Yeong POSITION,PARK Se Yeong LAP TIME,PARK Se Yeong ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME
1,13.69,13.69,2,13.86,13.86,3,14.00,14.00,4,14.22,14.22
1,11.36,25.05,2,11.33,25.19,3,11.32,25.32,4,11.37,25.59
1,11.04,36.09,2,11.02,36.21,3,11.03,36.35,4,10.90,36.49
1,10.75,46.84,2,10.73,46.94,4,10.71,47.06,3,10.56,47.05
1,9.93,56.77,2,9.91,56.85,4,10.03,57.09,3,9.94,56.99
1,9.44,1:06.21,2,9.48,1:06.33,4,9.47,1:06.56,3,9.43,1:06.42
2,9.13,1:15.34,1,8.91,1:15.24,4,9.16,1:15.72,3,9.08,1:15.50
1,8.81,1:24.15,2,8.92,1:24.16,4,9.09,1:24.81,3,8.99,1:24.49
2,9.07,1:33.218,1,8.95,1:33.105,4,9.34,1:34.149,3,9.25,1:33.733
