HAN Yu Tong POSITION,HAN Yu Tong LAP TIME,HAN Yu Tong ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME,Namasthee HARRIS-GAUTHIER POSITION,Namasthee HARRIS-GAUTHIER LAP TIME,Namasthee HARRIS-GAUTHIER ELAPSED TIME
1,7.05,7.05,2,7.30,7.30,4,7.77,7.77,3,7.43,7.43
1,9.59,16.64,2,9.78,17.08,4,9.51,17.28,3,9.85,17.28
1,9.00,25.64,2,8.98,26.06,4,8.92,26.20,3,8.79,26.07
1,9.06,34.70,2,8.84,34.90,4,9.21,35.41,3,9.05,35.12
1,9.45,44.145,2,9.37,44.262,3,8.98,44.384,4,9.39,44.505
