HAN Yu Tong POSITION,HAN Yu Tong LAP TIME,HAN Yu Tong ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME,KIKUCHI Moemi POSITION,KIKUCHI Moemi LAP TIME,KIKUCHI Moemi ELAPSED TIME,BURIC Katarina POSITION,BURIC Katarina LAP TIME,BURIC Katarina ELAPSED TIME
1,7.44,7.44,2,7.51,7.51,4,7.94,7.94,3,7.66,7.66,5,8.19,8.19
1,9.53,16.97,2,9.52,17.03,4,9.86,17.80,3,9.51,17.17,5,9.94,18.13
1,9.11,26.08,2,9.17,26.20,4,9.30,27.10,3,9.14,26.31,5,9.70,27.83
1,9.21,35.29,2,9.25,35.45,4,9.45,36.55,3,9.27,35.58,5,10.14,37.97
1,9.39,44.679,2,9.39,44.840,4,9.86,46.407,3,9.36,44.934,5,10.44,48.405
