van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME,Vera RASSKAZOVA POSITION,Vera RASSKAZOVA LAP TIME,Vera RASSKAZOVA ELAPSED TIME,THOMSON Kathryn POSITION,THOMSON Kathryn LAP TIME,THOMSON Kathryn ELAPSED TIME,KIM Ye Jin POSITION,KIM Ye Jin LAP TIME,KIM Ye Jin ELAPSED TIME
1,7.19,7.19,3,7.72,7.72,4,8.16,8.16,5,8.44,8.44,2,7.46,7.46
1,9.31,16.50,3,9.25,16.97,4,9.59,17.75,5,9.56,18.00,2,9.25,16.71
1,8.87,25.37,3,8.65,25.62,5,9.22,26.97,4,8.71,26.71,2,8.81,25.52
1,8.98,34.35,3,8.84,34.46,5,9.48,36.45,4,8.95,35.66,2,8.89,34.41
1,9.32,43.67,3,9.44,43.90,5,10.06,46.515,4,9.23,44.896,2,9.40,43.81
