LEE Eun Byul POSITION,LEE Eun Byul LAP TIME,LEE Eun Byul ELAPSED TIME,Valerie MALTAIS POSITION,Valerie MALTAIS LAP TIME,Valerie MALTAIS ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME,LEE Mi-Yeon POSITION,LEE Mi-Yeon LAP TIME,LEE Mi-Yeon ELAPSED TIME
2,7.44,7.44,1,7.36,7.36,3,7.46,7.46,4,7.88,7.88
2,9.57,17.01,1,9.57,16.94,3,9.61,17.07,4,9.59,17.47
1,8.96,25.98,2,9.06,26.00,3,9.11,26.19,4,9.05,26.53
2,9.06,35.05,1,9.04,35.04,3,9.02,35.21,4,8.97,35.50
1,9.44,44.487,2,9.56,44.598,3,9.64,44.846,4,9.50,44.993
