Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Valerie MALTAIS POSITION,Valerie MALTAIS LAP TIME,Valerie MALTAIS ELAPSED TIME,KIM Alang POSITION,KIM Alang LAP TIME,KIM Alang ELAPSED TIME
1,13.51,13.51,2,13.56,13.56,4,13.69,,3,13.68,13.68
1,10.30,23.81,3,10.33,23.89,2,10.13,,4,10.75,24.43
1,9.82,33.63,3,9.96,33.85,2,9.90,,4,9.73,34.16
1,9.50,43.13,2,9.38,43.23,3,9.65,,4,9.31,43.47
1,9.27,52.40,2,9.27,52.50,3,9.27,,4,9.24,52.71
1,9.20,1:01.60,2,9.21,1:01.71,3,9.18,,4,9.24,1:01.95
1,9.06,1:10.66,2,9.07,1:10.78,3,9.18,,4,9.08,1:11.03
1,9.13,1:19.79,2,9.10,1:19.88,4,9.42,,3,8.99,1:20.02
1,9.27,1:29.06,2,9.27,1:29.15,4,9.61,,3,9.19,1:29.21
