SON Soo-Min POSITION,SON Soo-Min LAP TIME,SON Soo-Min ELAPSED TIME,Alex STANLEY POSITION,Alex STANLEY LAP TIME,Alex STANLEY ELAPSED TIME,Marie YOSHIDA POSITION,Marie YOSHIDA LAP TIME,Marie YOSHIDA ELAPSED TIME
1,7.78,7.78,2,7.89,7.89,3,7.93,7.93
1,10.04,17.82,2,10.00,17.89,3,10.16,18.09
1,9.70,27.52,2,9.74,27.63,3,9.61,27.70
1,9.90,37.42,2,9.88,37.51,3,9.91,37.61
1,10.27,47.683,3,10.39,47.900,2,10.16,47.769
