Katia ZINI POSITION,Katia ZINI LAP TIME,Katia ZINI ELAPSED TIME,Kimberly DERRICK POSITION,Kimberly DERRICK LAP TIME,Kimberly DERRICK ELAPSED TIME,Aika KLEIN POSITION,Aika KLEIN LAP TIME,Aika KLEIN ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME
3,12.92,12.92,2,12.66,12.66,1,12.64,12.64,4,13.06,13.06
3,10.02,22.95,1,10.16,22.82,2,10.25,22.90,4,9.98,23.04
3,9.97,32.93,1,9.98,32.81,2,10.00,32.90,4,10.04,33.08
3,9.64,42.57,1,9.64,42.45,2,9.62,42.53,4,9.53,42.61
4,10.08,52.66,2,9.94,52.39,1,9.80,52.33,3,9.87,52.48
4,10.02,1:02.68,1,10.03,1:02.43,2,10.12,1:02.46,3,10.04,1:02.53
4,10.00,1:12.68,2,10.06,1:12.49,1,10.01,1:12.48,3,10.02,1:12.56
4,10.09,1:22.78,2,9.98,1:22.48,1,9.95,1:22.44,3,10.16,1:22.72
4,10.26,1:33.040,1,10.08,1:32.557,2,10.18,1:32.614,3,10.05,1:32.770
