SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME
3,12.50,12.50,1,12.35,12.35,4,12.60,12.60,5,12.69,12.69,2,12.37,12.37
3,9.41,21.91,1,9.38,21.73,4,9.41,22.01,5,9.45,22.14,2,9.49,21.86
3,9.15,31.06,1,9.12,30.85,4,9.12,31.13,5,9.08,31.22,2,9.10,30.96
3,9.03,40.09,1,9.02,39.87,4,9.05,40.18,5,9.06,40.28,2,9.04,40.00
2,8.79,48.88,1,8.91,48.78,3,8.77,48.95,5,8.79,49.07,4,9.05,49.05
2,8.89,57.77,1,8.92,57.70,3,8.90,57.85,4,8.95,58.02,5,9.12,58.17
1,8.90,1:06.67,4,9.29,1:06.99,2,8.97,1:06.82,3,8.87,1:06.89,5,8.84,1:07.01
1,9.26,1:15.93,4,9.55,1:16.54,3,9.57,1:16.39,5,9.66,1:16.55,2,9.05,1:16.06
2,9.55,1:25.481,3,9.50,1:26.034,4,9.88,1:26.267,0,,PEN,1,9.28,1:25.341
