CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,LIN Meng POSITION,LIN Meng LAP TIME,LIN Meng ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME
2,12.99,12.99,1,12.87,12.87,4,13.31,13.31,3,13.16,13.16
1,9.93,22.92,2,10.16,23.03,4,27.15,40.46,3,9.95,23.11
1,9.98,32.90,3,10.07,33.10,4,16.93,57.39,2,9.88,32.99
1,9.92,42.82,3,9.99,43.09,4,11.33,1:08.72,2,9.92,42.91
1,9.87,52.69,3,9.87,52.96,4,10.78,1:19.50,2,9.89,52.80
1,9.79,1:02.48,3,9.72,1:02.68,4,11.37,1:30.87,2,9.77,1:02.57
1,9.68,1:12.16,3,9.70,1:12.38,4,11.08,1:41.95,2,9.68,1:12.25
1,9.73,1:21.89,3,9.66,1:22.04,4,11.03,1:52.98,2,9.70,1:21.95
1,9.92,1:31.809,3,10.24,1:32.273,4,11.51,2:04.488,2,9.95,1:31.901
