Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME,Katalin KRISTO POSITION,Katalin KRISTO LAP TIME,Katalin KRISTO ELAPSED TIME,Mika OZAWA POSITION,Mika OZAWA LAP TIME,Mika OZAWA ELAPSED TIME,Francesca JACKSON POSITION,Francesca JACKSON LAP TIME,Francesca JACKSON ELAPSED TIME
2,14.090,14.090,3,14.260,14.260,1,13.850,13.850,4,14.330,14.330
2,11.070,25.170,4,11.130,25.390,1,11.040,24.890,3,10.890,25.220
2,10.560,35.730,3,10.620,36.010,1,10.820,35.720,4,10.960,36.190
1,9.820,45.560,3,9.860,45.880,2,9.850,45.570,4,10.130,46.330
2,9.800,55.370,3,9.750,55.630,1,9.780,55.360,4,10.120,56.450
2,9.960,1:05.330,3,9.860,1:05.500,1,9.960,1:05.320,4,10.470,1:06.920
1,9.670,1:15.010,3,9.980,1:15.480,2,9.790,1:15.120,4,10.650,1:17.570
2,9.750,1:24.760,3,9.890,1:25.370,1,9.600,1:24.720,4,10.940,1:28.520
1,9.880,1:34.650,3,10.230,1:35.600,2,10.080,1:34.810,4,11.440,1:39.960
