PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,QU Chunyu POSITION,QU Chunyu LAP TIME,QU Chunyu ELAPSED TIME,SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME
3,7.51,7.51,1,7.15,7.15,2,7.33,7.33,4,7.57,7.57
4,9.43,16.94,1,9.23,16.38,2,9.14,16.47,3,9.16,16.73
4,8.60,25.54,1,8.66,25.04,2,8.70,25.17,3,8.53,25.26
4,8.74,34.28,1,8.84,33.88,2,8.78,33.95,3,8.77,34.03
4,8.86,43.14,1,8.99,42.87,2,9.02,42.97,3,9.01,43.04
