START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,START_POS_8 POSITION,START_POS_8 LAP TIME,START_POS_8 ELAPSED TIME,season,competition,event,gender,round,race
1,10.23,10.23,4,10.40,10.40,6,10.70,10.70,7,10.87,,5,10.54,10.54,1,10.23,10.23,8,11.05,11.05,3,10.32,10.32,2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),1500m,w,Semifinals,1
3,13.97,24.20,4,13.96,24.36,6,13.87,24.57,7,13.84,,5,13.91,24.45,2,13.86,24.09,8,13.76,24.81,1,13.60,23.92,2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),1500m,w,Semifinals,1
1,13.08,37.28,4,13.36,37.72,6,13.38,37.95,7,13.44,,5,13.38,37.83,3,13.51,37.60,8,13.46,38.27,2,13.48,37.40,2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),1500m,w,Semifinals,1
1,13.22,50.50,3,13.00,50.72,7,13.10,51.05,8,13.05,,5,13.06,50.89,4,13.18,50.78,6,12.73,51.00,2,13.20,50.60,2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),1500m,w,Semifinals,1
2,11.49,1:01.99,4,11.31,1:02.03,7,11.34,1:02.39,8,11.35,,6,11.37,1:02.26,2,11.21,1:01.99,1,10.84,1:01.84,5,11.51,1:02.11,2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),1500m,w,Semifinals,1
4,10.88,1:12.87,3,10.73,1:12.76,7,10.70,1:13.09,8,10.65,,6,10.75,1:13.01,1,10.55,1:12.54,2,10.83,1:12.67,5,10.83,1:12.94,2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),1500m,w,Semifinals,1
3,10.21,1:23.08,2,10.22,1:22.98,7,10.46,1:23.55,8,10.48,,6,10.43,1:23.44,1,10.35,1:22.89,4,10.52,1:23.19,5,10.40,1:23.34,2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),1500m,w,Semifinals,1
3,9.68,1:32.76,1,9.51,1:32.49,7,9.65,1:33.20,8,9.60,,6,9.65,1:33.09,2,9.73,1:32.62,4,9.72,1:32.91,5,9.68,1:33.02,2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),1500m,w,Semifinals,1
4,9.82,1:42.58,1,9.85,1:42.34,7,9.71,1:42.91,8,9.68,,6,9.69,1:42.78,2,9.78,1:42.40,3,9.65,1:42.56,5,9.68,1:42.70,2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),1500m,w,Semifinals,1
5,9.54,1:52.12,1,9.37,1:51.71,7,9.36,1:52.27,8,9.38,,5,9.34,1:52.12,2,9.34,1:51.74,3,9.28,1:51.84,4,9.29,1:51.99,2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),1500m,w,Semifinals,1
7,9.49,2:01.61,3,9.44,2:01.15,6,9.30,2:01.57,8,27.86,,5,9.26,2:01.38,1,9.28,2:01.02,2,9.29,2:01.13,4,9.32,2:01.31,2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),1500m,w,Semifinals,1
7,9.37,2:10.98,3,9.35,2:10.50,5,9.19,2:10.76,,,,6,9.42,2:10.80,2,9.38,2:10.40,1,9.07,2:10.20,4,9.32,2:10.63,2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),1500m,w,Semifinals,1
7,9.42,2:20.40,3,9.35,2:19.85,5,9.28,2:20.04,,,,6,9.35,2:20.15,2,9.36,2:19.76,1,9.26,2:19.46,4,9.36,2:19.99,2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),1500m,w,Semifinals,1
7,9.66,2:30.067,3,9.57,2:29.424,5,9.54,2:29.583,,,,6,9.43,2:29.585,2,9.61,2:29.370,1,9.28,2:28.744,4,9.49,2:29.486,2017-2018,Audi ISU World Cup 2017/18 - Dordrecht (NED),1500m,w,Semifinals,1
