SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,Siarhei YAKUSHKOU POSITION,Siarhei YAKUSHKOU LAP TIME,Siarhei YAKUSHKOU ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME
1,7.12,7.12,2,7.36,7.36,3,7.48,7.48,4,7.59,7.59
1,8.85,15.97,2,8.81,16.17,3,8.81,16.29,4,8.79,16.38
1,8.85,24.82,4,8.85,25.02,2,8.64,24.93,3,8.62,25.00
1,9.06,33.88,4,9.13,34.15,2,9.02,33.95,3,9.04,34.04
1,9.23,43.104,3,9.21,43.358,2,9.27,43.220,4,9.91,43.941
