Natsagnyam DUUREN POSITION,Natsagnyam DUUREN LAP TIME,Natsagnyam DUUREN ELAPSED TIME,BIRO Kristina POSITION,BIRO Kristina LAP TIME,BIRO Kristina ELAPSED TIME,Chikage TANAKA POSITION,Chikage TANAKA LAP TIME,Chikage TANAKA ELAPSED TIME,Amanda OVERLAND POSITION,Amanda OVERLAND LAP TIME,Amanda OVERLAND ELAPSED TIME
4,17.693,17.693,1,17.066,17.066,2,17.174,17.174,3,17.632,17.632
4,12.979,30.672,1,12.973,30.039,2,13.000,30.173,3,12.602,30.234
4,12.424,43.096,2,12.207,42.245,1,12.041,42.214,3,12.216,42.450
4,11.740,54.835,2,10.993,53.238,1,10.919,53.132,3,10.967,53.417
4,11.833,1:06.668,2,10.631,1:03.868,1,10.640,1:03.772,3,10.500,1:03.916
4,11.968,1:18.636,2,10.584,1:14.452,1,10.563,1:14.334,3,10.616,1:14.532
4,12.050,1:30.686,3,10.522,1:24.973,2,10.225,1:24.559,1,10.014,1:24.546
4,12.216,1:42.901,3,10.756,1:35.729,1,10.283,1:34.842,2,10.311,1:34.857
4,12.54,1:55.435,3,11.13,1:46.856,2,10.61,1:45.445,1,10.31,1:45.158
