Liam McFARLANE POSITION,Liam McFARLANE LAP TIME,Liam McFARLANE ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Selim TANRIKULU POSITION,Selim TANRIKULU LAP TIME,Selim TANRIKULU ELAPSED TIME
1,6.98,6.98,2,7.17,7.17,4,7.67,7.67,3,7.37,7.37
1,9.05,16.03,2,9.07,16.24,4,9.16,16.83,3,9.11,16.48
1,8.76,24.79,2,8.68,24.92,4,8.69,25.52,3,8.94,25.42
1,8.96,33.75,2,8.97,33.89,3,9.02,34.54,4,9.17,34.59
1,9.20,42.942,2,9.16,43.049,3,9.30,43.835,4,9.76,44.349
