SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME
1,6.83,6.83,2,6.92,6.92,3,7.13,7.13,4,7.32,7.32
2,8.93,15.76,1,8.84,15.76,3,8.78,15.91,4,8.92,16.24
2,8.48,24.24,1,8.41,24.17,3,8.41,24.32,4,8.55,24.79
2,8.53,32.77,1,8.48,32.65,3,8.55,32.87,4,8.85,33.64
2,8.63,41.393,1,8.67,41.313,3,8.64,41.504,4,9.26,42.892
