Claudio RINALDI POSITION,Claudio RINALDI LAP TIME,Claudio RINALDI ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,KIM Yong-Sung POSITION,KIM Yong-Sung LAP TIME,KIM Yong-Sung ELAPSED TIME,Elliott SHRIANE POSITION,Elliott SHRIANE LAP TIME,Elliott SHRIANE ELAPSED TIME
1,13.04,13.04,2,13.35,13.35,3,13.41,13.41,4,13.50,13.50
1,10.46,23.50,2,10.36,23.71,3,10.33,23.74,4,10.35,23.85
1,10.03,33.54,2,9.95,33.66,4,10.14,33.88,3,9.92,33.77
2,9.77,43.31,1,9.61,43.27,4,9.57,43.46,3,9.54,43.32
4,9.44,52.76,1,9.20,52.47,3,9.14,52.60,2,9.15,52.48
4,9.37,1:02.13,1,9.38,1:01.86,2,9.28,1:01.88,3,9.41,1:01.90
4,9.34,1:11.48,1,9.08,1:10.95,2,9.15,1:11.04,3,9.23,1:11.13
4,9.48,1:20.96,1,8.96,1:19.91,2,9.11,1:20.15,3,9.23,1:20.37
4,9.90,1:30.852,1,9.21,1:29.118,2,9.48,1:29.629,3,9.60,1:29.970
