Mathias VOSTE POSITION,Mathias VOSTE LAP TIME,Mathias VOSTE ELAPSED TIME,Yuma SAKURAI POSITION,Yuma SAKURAI LAP TIME,Yuma SAKURAI ELAPSED TIME,Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME
4,14.89,14.89,1,14.48,14.48,2,14.60,14.60,3,14.76,14.76
4,10.65,25.54,1,10.71,25.19,3,10.82,25.42,2,10.58,25.34
4,10.12,35.66,1,10.21,35.40,2,10.09,35.51,3,10.17,35.51
4,9.08,44.74,2,9.11,44.51,1,8.94,44.45,3,9.12,44.63
4,9.09,53.83,2,9.02,53.53,1,8.97,53.42,3,9.08,53.71
4,8.89,1:02.72,2,8.95,1:02.48,1,8.93,1:02.35,3,8.91,1:02.62
4,8.93,1:11.65,2,8.91,1:11.39,1,8.96,1:11.31,3,8.92,1:11.54
4,9.10,1:20.75,2,9.11,1:20.50,1,9.12,1:20.43,3,9.07,1:20.61
4,9.14,1:29.885,2,9.17,1:29.662,1,9.22,1:29.648,3,9.22,1:29.829
