NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,LEE Munhyeon POSITION,LEE Munhyeon LAP TIME,LEE Munhyeon ELAPSED TIME,Dennis VISSER POSITION,Dennis VISSER LAP TIME,Dennis VISSER ELAPSED TIME,Jacob JANSSON POSITION,Jacob JANSSON LAP TIME,Jacob JANSSON ELAPSED TIME
1,6.60,6.60,2,6.78,6.78,5,7.67,7.67,4,6.98,6.98,3,6.95,6.95
1,8.73,15.33,2,8.81,15.59,5,8.95,16.62,3,9.13,16.11,4,9.63,16.58
1,8.63,23.96,2,8.82,24.41,4,8.52,25.14,3,8.70,24.81,5,9.05,25.63
1,8.24,32.20,2,8.36,32.77,4,8.97,34.11,3,8.80,33.61,5,8.80,34.43
1,9.13,41.324,2,8.86,41.626,3,8.59,42.696,4,9.52,43.129,5,9.13,43.552
