LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME,SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME
2,12.672,12.672,1,12.560,12.560,4,12.738,12.738,3,12.674,12.674
2,9.332,22.004,3,9.617,22.176,4,9.584,22.322,1,9.297,21.970
1,9.407,31.411,4,19.093,41.269,3,9.695,32.017,2,9.611,31.581
1,9.836,41.247,4,15.059,56.328,2,9.281,41.299,3,9.868,41.448
2,9.922,51.169,4,10.861,1:07.189,1,9.622,50.920,3,9.766,51.215
2,9.254,1:00.422,4,11.165,1:18.354,1,9.411,1:00.331,3,9.427,1:00.642
2,9.475,1:09.898,4,11.986,1:30.340,1,9.428,1:09.759,3,9.471,1:10.112
2,9.405,1:19.302,4,11.192,1:41.533,1,9.251,1:19.010,3,9.703,1:19.816
2,9.762,1:29.064,0,,,1,9.702,1:28.713,3,10.152,1:29.967
