Daniela IVANOVA POSITION,Daniela IVANOVA LAP TIME,Daniela IVANOVA ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Vera ANTANENKA POSITION,Vera ANTANENKA LAP TIME,Vera ANTANENKA ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME
2,13.700,13.700,3,13.770,13.770,4,13.890,13.890,1,13.690,13.690
1,10.770,24.470,2,10.720,24.500,4,10.750,24.640,3,10.860,24.560
1,10.810,35.290,2,10.860,35.360,4,10.910,35.560,3,10.850,35.420
3,10.610,45.910,1,10.400,45.770,4,10.390,45.950,2,10.430,45.850
4,10.600,56.510,2,10.200,55.970,3,10.390,56.340,1,9.760,55.620
3,10.120,1:06.630,2,9.950,1:05.930,4,10.510,1:06.850,1,10.160,1:05.780
3,10.100,1:16.730,2,10.140,1:16.080,4,10.620,1:17.480,1,10.210,1:16.000
3,10.560,1:27.300,2,10.340,1:26.420,4,10.980,1:28.460,1,10.350,1:26.350
3,10.870,1:38.170,1,10.370,1:36.800,4,11.830,1:40.290,2,10.480,1:36.830
