Christiaan BOKKERINK POSITION,Christiaan BOKKERINK LAP TIME,Christiaan BOKKERINK ELAPSED TIME,Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,Ievgen GUTENOV POSITION,Ievgen GUTENOV LAP TIME,Ievgen GUTENOV ELAPSED TIME,Lucas NG POSITION,Lucas NG LAP TIME,Lucas NG ELAPSED TIME,Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME
1,12.31,12.31,3,12.57,12.57,4,12.78,12.78,5,13.56,13.56,2,12.42,12.42
1,10.00,22.31,3,10.00,22.57,4,9.91,22.69,5,10.81,24.37,2,10.01,22.43
2,9.91,32.22,3,9.81,32.38,4,9.84,32.53,5,10.96,35.33,1,9.71,32.14
2,9.88,42.10,3,9.84,42.22,4,9.80,42.33,5,11.46,46.79,1,9.86,42.00
1,9.44,51.54,3,9.61,51.83,4,9.60,51.93,5,11.48,58.27,2,9.67,51.67
1,9.52,1:01.06,3,9.51,1:01.34,4,9.55,1:01.48,5,13.00,1:11.27,2,9.51,1:01.18
1,9.36,1:10.42,3,9.16,1:10.50,4,9.21,1:10.69,5,12.11,1:23.38,2,9.32,1:10.50
2,9.35,1:19.77,1,9.04,1:19.54,3,9.19,1:19.88,5,12.55,1:35.93,4,9.45,1:19.95
2,9.44,1:29.203,1,9.28,1:28.815,3,9.43,1:29.306,5,12.68,1:48.603,4,9.37,1:29.321
