Maria AMELINA POSITION,Maria AMELINA LAP TIME,Maria AMELINA ELAPSED TIME,Rumiana DIMITROVA POSITION,Rumiana DIMITROVA LAP TIME,Rumiana DIMITROVA ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Morgan IZYKOWSKI POSITION,Morgan IZYKOWSKI LAP TIME,Morgan IZYKOWSKI ELAPSED TIME
2,7.97,7.97,4,8.31,8.31,1,7.46,7.46,3,8.05,8.05
2,10.19,18.16,4,10.41,18.72,1,9.93,17.39,3,10.34,18.39
2,9.83,27.99,4,10.03,28.75,1,9.55,26.94,3,9.90,28.29
2,10.10,38.09,4,10.21,38.96,1,9.76,36.70,3,10.04,38.33
2,10.26,48.350,4,10.65,49.607,1,10.19,46.883,3,10.14,48.469
