Stephanie BOUVIER POSITION,Stephanie BOUVIER LAP TIME,Stephanie BOUVIER ELAPSED TIME,ZHOU Yang POSITION,ZHOU Yang LAP TIME,ZHOU Yang ELAPSED TIME,PARK Seung-Hi POSITION,PARK Seung-Hi LAP TIME,PARK Seung-Hi ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME
4,13.04,13.04,3,12.94,12.94,1,12.73,12.73,2,12.82,12.82
4,10.24,23.28,3,10.20,23.14,1,10.20,22.93,2,10.21,23.03
4,10.04,33.32,3,10.09,33.23,1,10.05,32.98,2,10.07,33.10
4,9.77,43.09,3,9.76,42.99,1,9.79,42.77,2,9.76,42.86
4,9.71,52.80,3,9.71,52.70,1,9.68,52.45,2,9.69,52.55
4,9.62,1:02.42,3,9.62,1:02.32,1,9.63,1:02.08,2,9.63,1:02.18
4,9.39,1:11.81,3,9.35,1:11.67,1,9.40,1:11.48,2,9.43,1:11.61
4,9.49,1:21.30,1,9.28,1:20.95,2,9.52,1:21.00,3,9.62,1:21.23
3,9.54,1:30.835,1,9.33,1:30.278,2,9.44,1:30.440,4,10.00,1:31.222
