Cecilia MAFFEI POSITION,Cecilia MAFFEI LAP TIME,Cecilia MAFFEI ELAPSED TIME,Veronika WINDISCH POSITION,Veronika WINDISCH LAP TIME,Veronika WINDISCH ELAPSED TIME,Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME
1,14.03,14.03,2,14.06,14.06,3,14.24,14.24
1,10.82,24.85,2,10.91,24.97,3,10.84,25.08
1,10.66,35.51,2,10.61,35.58,3,10.69,35.77
1,10.19,45.70,2,10.23,45.81,3,10.15,45.92
1,10.05,55.75,2,10.01,55.82,3,10.06,55.98
1,10.35,1:06.10,2,10.37,1:06.19,3,10.38,1:06.36
1,10.22,1:16.32,2,10.22,1:16.41,3,10.11,1:16.47
1,10.23,1:26.55,3,11.53,1:27.94,2,10.23,1:26.70
2,10.42,1:36.970,3,14.65,1:42.586,1,10.07,1:36.768
