Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,HAN Seung Soo POSITION,HAN Seung Soo LAP TIME,HAN Seung Soo ELAPSED TIME,Dmitry MYASNIKOV POSITION,Dmitry MYASNIKOV LAP TIME,Dmitry MYASNIKOV ELAPSED TIME
2,6.87,6.87,1,6.71,6.71,3,7.01,7.01,4,7.15,7.15
2,8.65,15.52,1,8.67,15.38,3,8.71,15.72,4,8.80,15.95
2,8.24,23.76,1,8.26,23.64,3,8.33,24.05,4,8.52,24.47
2,8.45,32.21,1,8.43,32.07,3,8.35,32.40,4,8.74,33.21
2,8.59,40.794,1,8.68,40.742,3,8.56,40.954,4,9.20,42.405
