START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,season,competition,event,gender,round,race
1,8.56,8.56,2,8.59,8.59,4,8.81,8.81,7,9.11,9.11,2,8.59,8.59,5,8.91,,6,8.96,8.96,2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1500m,w,Semifinals,2
4,11.93,20.49,3,11.70,20.29,5,11.88,20.69,7,11.81,20.92,2,11.67,20.26,6,11.87,,1,11.21,20.17,2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1500m,w,Semifinals,2
3,10.95,31.44,2,11.03,31.32,6,11.08,31.77,7,10.95,31.87,1,11.03,31.29,5,10.78,,4,11.37,31.54,2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1500m,w,Semifinals,2
7,17.58,49.02,2,10.99,42.31,4,10.77,42.54,6,10.85,42.72,1,10.87,42.16,5,11.06,,3,10.88,42.42,2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1500m,w,Semifinals,2
7,9.88,58.90,3,11.09,53.40,4,11.07,53.61,6,11.10,53.82,1,11.15,53.31,5,11.05,,2,10.97,53.39,2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1500m,w,Semifinals,2
7,9.59,1:08.49,3,10.85,1:04.25,5,10.74,1:04.35,6,10.58,1:04.40,1,10.73,1:04.04,4,10.64,,2,10.75,1:04.14,2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1500m,w,Semifinals,2
7,9.46,1:17.95,4,10.34,1:14.59,1,9.83,1:14.18,6,10.38,1:14.78,2,10.31,1:14.35,5,10.35,,3,10.25,1:14.39,2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1500m,w,Semifinals,2
7,9.67,1:27.62,6,10.14,1:24.73,1,10.21,1:24.39,5,9.94,1:24.72,3,10.20,1:24.55,2,9.79,,4,10.22,1:24.61,2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1500m,w,Semifinals,2
7,10.06,1:37.68,6,10.36,1:35.09,1,10.17,1:34.56,5,10.22,1:34.94,3,10.19,1:34.74,2,10.19,,3,10.13,1:34.74,2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1500m,w,Semifinals,2
7,10.72,1:48.40,5,10.04,1:45.13,1,10.14,1:44.70,5,10.19,1:45.13,4,10.27,1:45.01,2,10.16,,3,10.20,1:44.94,2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1500m,w,Semifinals,2
7,11.46,1:59.86,4,10.05,1:55.18,1,10.17,1:54.87,6,10.25,1:55.38,5,10.27,1:55.28,2,10.17,,3,10.12,1:55.06,2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1500m,w,Semifinals,2
7,11.95,2:11.81,4,10.04,2:05.22,1,10.00,2:04.87,6,9.96,2:05.34,5,10.03,2:05.31,2,9.98,,3,10.07,2:05.13,2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1500m,w,Semifinals,2
7,12.28,2:24.09,3,9.87,2:15.09,1,9.96,2:14.83,6,10.03,2:15.37,4,9.93,2:15.24,2,9.96,,5,10.16,2:15.29,2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1500m,w,Semifinals,2
7,12.29,2:36.38,3,9.93,2:25.02,1,10.05,2:24.88,5,9.82,2:25.19,4,9.91,2:25.15,2,10.02,,5,10.69,2:25.958,2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1500m,w,Semifinals,2
