KIM Gun Woo POSITION,KIM Gun Woo LAP TIME,KIM Gun Woo ELAPSED TIME,BLAIS Cedrik POSITION,BLAIS Cedrik LAP TIME,BLAIS Cedrik ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,YU Songnan POSITION,YU Songnan LAP TIME,YU Songnan ELAPSED TIME,Teppei KIKUCHI POSITION,Teppei KIKUCHI LAP TIME,Teppei KIKUCHI ELAPSED TIME
1,6.76,6.76,2,6.86,6.86,4,7.10,7.10,3,7.08,7.08,5,7.25,7.25
1,8.72,15.48,2,8.69,15.55,4,8.80,15.90,3,8.61,15.69,5,8.82,16.07
1,8.26,23.74,2,8.27,23.82,4,8.19,24.09,3,8.26,23.95,5,8.27,24.34
1,8.24,31.98,2,8.26,32.08,4,8.29,32.38,3,8.30,32.25,5,8.37,32.71
1,8.35,40.33,2,8.36,40.44,4,8.42,40.80,3,8.37,40.62,5,8.56,41.27
