JINGZHU Jin POSITION,JINGZHU Jin LAP TIME,JINGZHU Jin ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,Patricia TOTH POSITION,Patricia TOTH LAP TIME,Patricia TOTH ELAPSED TIME,Monika HELLER POSITION,Monika HELLER LAP TIME,Monika HELLER ELAPSED TIME
2,7.42,7.42,1,7.31,7.31,3,8.02,8.02,4,16.88,16.88
4,22.70,30.12,1,10.05,17.36,2,10.41,18.43,3,12.08,28.96
4,19.30,49.42,1,9.36,26.72,2,10.11,28.54,3,9.76,38.72
4,10.63,1:00.05,1,9.55,36.27,2,10.01,38.55,3,10.32,49.04
0,,PEN,1,10.06,46.327,2,10.32,48.869,3,10.75,59.784
