Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,PARK Se Yeong POSITION,PARK Se Yeong LAP TIME,PARK Se Yeong ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME
1,6.96,6.96,2,7.06,7.06,4,7.20,7.20,3,7.12,7.12
1,8.87,15.83,2,8.87,15.93,4,8.95,16.15,3,8.91,16.03
1,8.27,24.10,2,8.24,24.17,4,8.19,24.34,3,8.18,24.21
1,8.39,32.49,2,8.48,32.65,4,8.38,32.72,3,8.48,32.69
1,8.67,41.16,2,8.70,41.35,3,8.75,41.446,4,8.85,41.506
