Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME,Ingmar van RIEL POSITION,Ingmar van RIEL LAP TIME,Ingmar van RIEL ELAPSED TIME,Jeremy BECK POSITION,Jeremy BECK LAP TIME,Jeremy BECK ELAPSED TIME,Vitali BAZYLENKO POSITION,Vitali BAZYLENKO LAP TIME,Vitali BAZYLENKO ELAPSED TIME
1,6.790,6.790,2,7.060,7.060,4,7.640,7.640,3,7.330,7.330
1,9.160,15.950,2,9.040,16.100,4,9.700,17.340,3,9.640,16.980
1,8.930,24.890,2,8.980,25.090,3,8.760,26.110,4,9.210,26.200
1,9.110,34.000,2,9.460,34.560,3,9.330,35.450,4,9.640,35.840
1,9.360,43.360,2,9.350,43.910,3,9.460,44.920,4,9.600,45.440
