Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME
1,6.83,6.83,2,6.89,,2,6.89,6.89,4,7.21,7.21
1,8.92,15.75,4,23.43,,3,9.99,16.88,2,8.91,16.12
1,8.36,24.11,4,13.95,,3,8.49,25.37,2,8.40,24.52
1,8.55,32.66,4,12.45,,3,8.53,33.90,2,8.57,33.09
1,8.69,41.35,4,11.85,,3,8.68,42.58,2,8.74,41.83
