Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME,Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME
2,13.859,13.859,3,13.927,13.927,4,14.071,14.071,1,13.792,13.792
2,10.573,24.432,1,10.382,24.308,4,10.566,24.636,3,10.682,24.473
2,10.215,34.646,1,10.289,34.597,3,10.094,34.730,4,10.268,34.741
2,9.827,44.473,1,9.851,44.448,4,9.892,44.621,3,9.869,44.609
2,9.904,54.377,1,9.852,54.300,4,9.959,54.580,3,9.829,54.438
1,9.556,1:03.933,2,9.651,1:03.951,4,9.655,1:04.234,3,9.676,1:04.114
2,9.476,1:13.408,1,9.413,1:13.363,4,9.395,1:13.629,3,9.491,1:13.604
4,9.661,1:23.068,2,9.437,1:22.799,1,9.108,1:22.736,3,9.357,1:22.961
4,10.21,1:33.270,2,9.64,1:32.437,1,9.47,1:32.202,3,9.81,1:32.770
