Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME
4,15.933,15.933,2,15.776,15.776,3,15.851,15.851,1,15.629,15.629
4,11.879,27.812,2,11.805,27.580,3,11.872,27.723,1,11.834,27.463
4,10.980,38.792,1,10.833,38.412,3,10.947,38.670,2,11.106,38.569
4,10.279,49.071,2,10.486,48.898,3,10.378,49.047,1,10.223,48.791
4,9.878,58.949,1,9.843,58.741,3,9.857,58.904,2,10.009,58.800
3,9.783,1:08.731,2,9.862,1:08.602,4,9.829,1:08.733,1,9.716,1:08.515
4,9.740,1:18.470,1,9.539,1:18.140,3,9.692,1:18.424,2,9.752,1:18.267
4,9.851,1:28.321,2,9.996,1:28.136,3,9.769,1:28.193,1,9.754,1:28.020
4,9.78,1:38.092,3,9.93,1:38.064,2,9.83,1:38.020,1,9.96,1:37.976
