FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,STORMOWSKA Kamila POSITION,STORMOWSKA Kamila LAP TIME,STORMOWSKA Kamila ELAPSED TIME,KAMINAGA Shione POSITION,KAMINAGA Shione LAP TIME,KAMINAGA Shione ELAPSED TIME,SANTOS Kristen POSITION,SANTOS Kristen LAP TIME,SANTOS Kristen ELAPSED TIME
3,13.93,13.93,1,13.85,,2,13.86,13.86,4,14.15,14.15
3,10.14,24.07,2,10.21,,1,10.10,23.96,4,10.01,24.16
1,9.62,33.69,2,9.89,,4,10.18,34.14,3,9.83,33.99
1,10.06,43.75,3,9.94,,4,9.96,44.10,2,9.87,43.86
3,10.06,53.81,1,9.77,,4,9.84,53.94,2,9.83,53.69
3,9.75,1:03.56,1,9.69,,4,9.77,1:03.71,2,9.76,1:03.45
3,9.81,1:13.37,2,9.90,,4,9.82,1:13.53,1,9.79,1:13.24
3,9.85,1:23.22,2,9.94,,4,9.94,1:23.47,1,9.80,1:23.04
1,9.73,1:32.95,3,10.16,,4,9.96,1:33.43,2,10.04,1:33.08
