Ekaterina STRELKOVA POSITION,Ekaterina STRELKOVA LAP TIME,Ekaterina STRELKOVA ELAPSED TIME,HAN Yu Tong POSITION,HAN Yu Tong LAP TIME,HAN Yu Tong ELAPSED TIME,KIM Alang POSITION,KIM Alang LAP TIME,KIM Alang ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME
4,14.14,14.14,1,13.72,13.72,2,13.86,13.86,3,13.97,13.97
4,10.56,24.70,1,10.72,24.44,2,10.71,24.57,3,10.68,24.65
4,10.39,35.09,1,10.30,34.74,2,10.28,34.85,3,10.32,34.97
4,10.04,45.13,2,10.14,44.88,3,10.07,44.92,1,9.82,44.79
4,9.63,54.76,3,9.66,54.54,1,9.53,54.45,2,9.72,54.51
4,9.71,1:04.47,2,9.69,1:04.23,1,9.65,1:04.10,3,9.83,1:04.34
4,9.95,1:14.42,2,9.90,1:14.13,1,9.92,1:14.02,3,9.92,1:14.26
4,9.95,1:24.37,2,9.98,1:24.11,1,9.98,1:24.00,3,9.95,1:24.21
4,10.35,1:34.718,2,9.97,1:34.080,1,10.06,1:34.054,3,9.97,1:34.178
