Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME,Munkhamidral GANBAT POSITION,Munkhamidral GANBAT LAP TIME,Munkhamidral GANBAT ELAPSED TIME
1,6.88,6.88,3,7.15,7.15,2,7.00,7.00,4,7.34,7.34
1,9.14,16.02,3,9.13,16.28,2,9.16,16.16,4,9.62,16.96
1,8.76,24.78,3,8.70,24.98,2,8.78,24.94,4,9.31,26.27
1,8.95,33.73,2,8.88,33.86,3,9.08,34.02,4,9.48,35.75
1,9.24,42.963,2,9.19,43.045,3,9.15,43.164,4,9.93,45.671
