Mara ZINI POSITION,Mara ZINI LAP TIME,Mara ZINI ELAPSED TIME,Marcela HRUZOVA POSITION,Marcela HRUZOVA LAP TIME,Marcela HRUZOVA ELAPSED TIME,Ekaterina STUKANOV POSITION,Ekaterina STUKANOV LAP TIME,Ekaterina STUKANOV ELAPSED TIME,Yvonne KUNZE POSITION,Yvonne KUNZE LAP TIME,Yvonne KUNZE ELAPSED TIME
1,7.375,7.375,2,7.639,7.639,4,7.717,7.717,3,7.704,7.704
1,9.917,17.291,2,9.805,17.444,4,10.222,17.939,3,9.874,17.578
1,9.407,26.698,2,9.399,26.842,4,9.801,27.740,3,9.299,26.876
1,9.688,36.386,3,9.867,36.708,4,10.037,37.777,2,9.667,36.543
1,10.23,46.608,3,9.99,46.693,4,10.26,48.036,2,10.11,46.652
