Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME,Yuma SAKURAI POSITION,Yuma SAKURAI LAP TIME,Yuma SAKURAI ELAPSED TIME,Matteo COMPAGNONI POSITION,Matteo COMPAGNONI LAP TIME,Matteo COMPAGNONI ELAPSED TIME
1,7.00,7.00,2,7.10,7.10,3,7.31,7.31,4,7.57,7.57
1,9.25,16.25,2,9.25,16.35,3,9.19,16.50,4,9.24,16.81
1,8.85,25.10,2,8.87,25.22,3,8.83,25.33,4,8.91,25.72
1,8.65,33.75,2,8.61,33.83,3,8.55,33.88,4,8.80,34.52
1,8.98,42.726,3,9.12,42.944,2,8.92,42.800,4,9.17,43.690
