SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,Federica TOMBOLATO POSITION,Federica TOMBOLATO LAP TIME,Federica TOMBOLATO ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,HIRAI Ami POSITION,HIRAI Ami LAP TIME,HIRAI Ami ELAPSED TIME
2,7.47,7.47,3,7.72,7.72,4,7.93,7.93,1,7.27,7.27,5,8.19,8.19
2,9.30,16.77,3,9.69,17.41,4,9.73,17.66,1,9.30,16.57,5,9.91,18.10
2,8.70,25.47,3,9.29,26.70,4,9.27,26.93,1,8.79,25.36,5,9.36,27.46
2,8.85,34.32,3,9.60,36.30,4,9.60,36.53,1,8.85,34.21,5,9.48,36.94
2,9.00,43.315,3,9.88,46.176,4,9.85,46.376,1,9.90,43.210,5,9.53,46.470
