FERCOQ Quentin POSITION,FERCOQ Quentin LAP TIME,FERCOQ Quentin ELAPSED TIME,Marc-Olivier LEMAY POSITION,Marc-Olivier LEMAY LAP TIME,Marc-Olivier LEMAY ELAPSED TIME,Cyprien VACHERON POSITION,Cyprien VACHERON LAP TIME,Cyprien VACHERON ELAPSED TIME,WANG Haotian POSITION,WANG Haotian LAP TIME,WANG Haotian ELAPSED TIME,JIA Haidong POSITION,JIA Haidong LAP TIME,JIA Haidong ELAPSED TIME,Marco Fritz SCHUMANN POSITION,Marco Fritz SCHUMANN LAP TIME,Marco Fritz SCHUMANN ELAPSED TIME
1,6.93,6.93,6,8.18,8.18,4,8.05,8.05,5,8.12,8.12,2,7.06,,3,7.18,7.18
1,8.86,15.79,5,9.43,17.61,4,9.49,17.54,6,9.62,17.74,2,8.79,,3,8.80,15.98
1,8.48,24.27,4,8.62,26.23,5,8.97,26.51,6,8.89,26.63,2,8.53,,3,8.53,24.51
1,8.56,32.83,4,8.62,34.85,6,8.70,35.21,5,8.57,35.20,2,8.48,,3,8.52,33.03
1,8.96,41.79,3,8.83,43.661,5,9.04,44.232,4,8.98,44.164,2,9.52,,3,9.82,42.85
