Nikolay STANCHEV POSITION,Nikolay STANCHEV LAP TIME,Nikolay STANCHEV ELAPSED TIME,Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,Yaroslav KARPOUKHIN POSITION,Yaroslav KARPOUKHIN LAP TIME,Yaroslav KARPOUKHIN ELAPSED TIME,Mark McNEE POSITION,Mark McNEE LAP TIME,Mark McNEE ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME
5,22.114,22.114,1,6.595,6.595,2,6.697,6.697,4,7.272,7.272,3,6.833,6.833
5,16.930,39.044,1,9.199,15.793,2,9.114,15.811,4,9.524,16.795,3,9.005,15.837
5,11.245,50.288,1,8.635,24.428,4,16.660,32.470,3,9.121,25.916,2,8.850,24.687
5,10.436,1:00.724,1,9.173,33.600,4,17.282,49.751,3,9.406,35.321,2,9.112,33.799
5,11.54,1:12.259,2,9.71,43.308,4,12.33,1:02.074,3,10.11,45.426,1,9.41,43.208
