Shani DAVIS POSITION,Shani DAVIS LAP TIME,Shani DAVIS ELAPSED TIME,SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME,Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME,Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME
2,13.129,13.129,3,13.348,13.348,4,13.600,13.600,1,12.715,12.715
2,10.029,23.157,3,9.976,23.324,4,9.943,23.543,1,10.433,23.148
2,9.521,32.678,3,9.682,33.005,4,9.757,33.299,1,9.311,32.459
2,9.464,42.142,3,9.289,42.293,4,9.160,42.459,1,9.379,41.837
2,9.090,51.231,3,9.104,51.397,4,9.072,51.531,1,9.298,51.135
2,9.046,1:00.277,3,9.110,1:00.506,4,9.265,1:00.796,1,9.015,1:00.149
2,9.102,1:09.378,3,9.006,1:09.511,4,9.107,1:09.903,1,8.937,1:09.086
2,9.156,1:18.534,3,9.282,1:18.793,4,9.034,1:18.936,1,9.275,1:18.361
1,9.49,1:28.023,3,9.39,1:28.179,4,9.42,1:28.357,2,9.80,1:28.159
